0.364896,0.623673,0.403194,0.590272,0.534206,0
0.446908,0.170234,0.425321,0.500727,0.478986,0
0.476559,0.488616,0.561566,0.567959,0.475941,0
0.476096,0.638478,0.469098,0.514647,0.387306,0
0.372907,0.591097,0.458138,0.500057,0.38586,0
0.483571,0.526504,0.492839,0.250669,0.445908,0
0.5449,0.43233,0.624732,0.541159,0.443835,0
0.234298,0.399908,0.718211,0.497957,0.564853,0
0.229213,0.642909,0.495385,0.536132,0.403179,0
0.528018,0.429981,0.528668,0.494509,0.652405,0
0.341439,0.446864,0.272184,0.686213,0.432781,0
0.543295,0.488018,0.274876,0.22104,0.322586,0
0.682587,0.635396,0.642712,0.464372,0.404987,0
0.482472,0.612449,0.299288,0.549256,0.381046,0
0.309228,0.26984,0.45559,0.587088,0.294618,0
0.398598,0.569578,0.748428,0.148353,0.513205,0
0.409541,0.324643,0.428703,0.399138,0.500917,0
0.446038,0.597807,0.537957,0.642797,0.358513,0
0.269857,0.428734,0.383368,0.524101,0.632975,0
0.494604,0.191226,0.373525,0.457977,0.452396,0
0.596577,0.380523,0.328697,0.402193,0.499026,0
0.499791,0.494232,0.292214,0.658769,0.461551,0
0.536226,0.400908,0.561455,0.403669,0.53195,0
0.571191,0.266121,0.583161,0.42391,0.530923,0
0.296349,0.494312,0.546207,0.105274,0.420758,0
0.416702,0.557107,0.711823,0.594282,0.408014,0
0.509159,0.524693,0.46984,0.405224,0.536912,0
0.519036,0.570537,0.246258,0.360207,0.396311,0
0.570985,0.621335,0.756572,0.44174,0.356421,0
0.68124,0.582333,0.428336,0.435109,0.67219,0
0.69484,0.386574,0.384158,0.495993,0.41521,0
0.503377,0.148889,0.558384,0.280461,0.458516,0
0.533575,0.47483,0.386955,0.312455,0.514816,0
0.465137,0.631702,0.254098,0.719896,0.291394,0
0.422309,0.561226,0.548956,0.453393,0.479098,0
0.487305,0.722657,0.420679,0.263164,0.523817,0
0.408612,0.595102,0.387268,0.206116,0.498312,0
0.514051,0.447259,0.170254,0.383823,0.360974,0
0.462831,0.310782,0.544185,0.322212,0.629433,0
0.696149,0.441788,0.770591,0.214865,0.262532,0
0.509066,0.311274,0.57582,0.311757,0.347151,0
0.547386,0.494227,0.371618,0.403827,0.306417,0
0.578135,0.913917,0.485261,0.455403,0.381325,0
0.510797,0.548455,0.444941,0.413034,0.753505,0
0.796868,0.724339,0.463288,0.478932,0.455603,0
0.449863,0.793397,0.438153,0.487847,0.466866,0
0.577137,0.490272,0.504998,0.520332,0.546084,0
0.418213,0.429306,0.498547,0.433922,0.477106,0
0.382128,0.398829,0.276556,0.339711,0.461522,0
0.466095,0.494342,0.473093,0.404184,0.447862,0
0.403573,0.505383,0.77269,0.223102,0.514521,0
0.442217,0.4439,0.540625,0.339865,0.33253,0
0.510159,0.296231,0.657113,0.393043,0.370495,0
0.542566,0.574035,0.266367,0.761851,0.431311,0
0.569227,0.217584,0.474421,0.394347,0.363616,0
0.363375,0.90532,0.660696,0.363402,0.431418,0
0.360048,0.500926,0.419752,0.536473,0.546357,0
0.204349,0.614119,0.487963,0.532707,0.323224,0
0.447735,0.326641,0.525578,0.427871,0.362475,0
0.272659,0.70699,0.610891,0.457947,0.535457,0
0.558688,0.642671,0.413698,0.401851,0.520089,0
0.523483,0.485354,0.645394,0.540093,0.292013,0
0.459898,0.706524,0.537556,0.346229,0.344334,0
0.386044,0.336455,0.491735,0.200046,0.533829,0
0.581004,0.702215,0.557342,0.366008,0.384868,0
0.359235,0.645862,0.553773,0.329696,0.532409,0
0.526685,0.187072,0.358146,0.233127,0.414378,0
0.530075,0.910423,0.377362,0.332119,0.473311,0
0.334795,0.605847,0.12147,0.622084,0.473268,0
0.32405,0.531824,0.416074,0.365662,0.48066,0
0.449634,0.695112,0.297702,0.412543,0.538423,0
0.462727,0.455814,0.655638,0.50999,0.378991,0
0.564379,0.841835,0.280025,0.508792,0.624727,0
0.411311,0.528167,0.441581,0.123514,0.401791,0
0.441025,0.384344,0.459343,0.171406,0.35824,0
0.490106,0.654882,0.477208,0.608205,0.334675,0
0.229879,0.528796,0.625322,0.57915,0.564443,0
0.549191,0.61931,0.529328,0.558881,0.257399,0
0.529495,0.487869,0.667939,0.474847,0.477096,0
0.24172,0.730337,0.420628,0.131032,0.34736,0
0.368848,0.357624,0.570928,0.515593,0.347703,0
0.510349,0.248554,0.82614,0.728834,0.666809,0
0.384357,0.531644,0.578772,0.417634,0.603018,0
0.270419,0.509249,0.433431,0.475119,0.439605,0
0.646624,0.769376,0.469543,0.472015,0.231035,0
0.358379,0.211376,0.525623,0.513292,0.599094,0
0.571052,0.535446,0.451825,0.591566,0.469008,0
0.392461,0.493987,0.598085,0.276359,0.62538,0
0.37128,0.456206,0.283952,0.630404,0.59067,0
0.571848,0.704008,0.435331,0.499601,0.503293,0
0.535257,0.477396,0.537551,0.459374,0.497372,0
0.60271,0.643791,0.409368,0.301622,0.369894,0
0.417771,0.461962,0.503315,0.352435,0.453822,0
0.457922,0.423879,0.34421,0.437965,0.360573,0
0.368269,0.438632,0.410861,0.203122,0.688429,0
0.174826,0.485557,0.569426,0.529449,0.304974,0
0.571527,0.458599,0.34458,0.722868,0.145791,0
0.554603,0.39925,0.335489,0.535343,0.260768,0
0.513997,0.519902,0.585169,0.683389,0.343223,0
0.397058,0.660787,0.341413,0.602754,0.169191,0
0.433462,0.139908,0.583761,0.30242,0.288566,0
0.366474,0.54844,0.194724,0.541826,0.666556,0
0.596959,0.550232,0.408013,0.182829,0.383259,0
0.386983,0.473669,0.556157,0.751576,0.369426,0
0.556459,0.321403,0.472085,0.507679,0.557955,0
0.377478,0.716997,0.423786,0.115829,0.375947,0
0.422048,0.507071,0.606029,0.436667,0.509799,0
0.295907,0.302191,0.380435,0.354072,0.377901,0
0.449489,0.610119,0.34878,0.594957,0.551524,0
0.598656,0.330081,0.357444,0.260957,0.513437,0
0.651232,0.573964,0.751439,0.479539,0.549815,0
0.668521,0.695313,0.319212,0.390977,0.43345,0
0.583027,0.442018,0.391409,0.296238,0.488158,0
0.441265,0.816451,0.231917,0.206512,0.315864,0
0.357323,0.708876,0.391511,0.494451,0.603911,0
0.637995,0.330392,0.52432,0.691312,0.418622,0
0.469312,0.262621,0.525092,0.618471,0.326331,0
0.435289,0.479802,0.458832,0.33559,0.475691,0
0.49559,0.167477,0.621015,0.424491,0.377699,0
0.411477,0.116866,0.682883,0.425778,0.537054,0
0.459428,0.485248,0.381387,0.503401,0.782825,0
0.609132,0.3849,0.448833,0.331907,0.594857,0
0.435856,0.725031,0.616162,0.231958,0.350564,0
0.50241,0.565912,0.439455,0.462198,0.341692,0
0.463346,0.623647,0.526198,0.472349,0.425803,0
0.285071,0.759677,0.565162,0.511411,0.306034,0
0.564769,0.454753,0.422531,0.469189,0.337711,0
0.578015,0.486615,0.66795,0.381717,0.309009,0
0.49092,0.74333,0.31936,0.534468,0.422569,0
0.514558,0.615147,0.51554,0.589878,0.207214,0
0.56931,0.381059,0.497801,0.371819,0.538685,0
0.466506,0.370156,0.682991,0.33949,0.723291,0
0.410658,0.439561,0.629523,0.408059,0.268752,0
0.602849,0.457497,0.345211,0.568131,0.297667,0
0.436789,0.475663,0.513361,0.182953,0.459768,0
0.584617,0.572381,0.507363,0.488619,0.293049,0
0.559392,0.496025,0.429547,0.418904,0.489614,0
0.619864,0.620746,0.395399,0.26248,0.482306,0
0.667803,0.41177,0.444969,0.099919,0.524843,0
0.544813,0.451511,0.342913,0.176252,0.326604,0
0.411666,0.325746,0.44234,0.398645,0.45023,0
0.496766,0.486427,0.362728,0.41819,0.45864,0
0.409751,0.382168,0.468267,0.347364,0.364058,0
0.662231,0.547272,0.686426,0.521799,0.456568,0
0.294389,0.447063,0.426681,0.379727,0.38615,0
0.496576,0.179586,0.57035,0.56734,0.513961,0
0.309665,0.327153,0.414156,0.671933,0.501042,0
0.76331,0.313965,0.460027,0.271227,0.516626,0
0.574939,0.664507,0.721971,0.548297,0.434901,0
0.452785,0.586362,0.533825,0.789142,0.399359,0
0.48787,0.400119,0.503335,0.191959,0.426372,0
0.421281,0.627745,0.440012,0.18645,0.429364,0
0.530866,0.586811,0.685192,0.338195,0.65543,0
0.572683,0.811041,0.628351,0.335151,0.384563,0
0.510307,0.759536,0.421738,0.357394,0.492349,0
0.547167,0.355516,0.38529,0.16643,0.512674,0
0.604694,0.636749,0.663911,0.331263,0.46057,0
0.748605,0.283484,0.586126,0.531853,0.672289,0
0.571629,0.563567,0.293019,0.750249,0.345939,0
0.55097,0.363909,0.482965,0.320433,0.524194,0
0.606807,0.667515,0.326075,0.322585,0.477755,0
0.40514,0.380033,0.557263,0.362494,0.508418,0
0.667992,0.704176,0.649691,0.388971,0.291962,0
0.57575,0.416456,0.378273,0.046416,0.418857,0
0.604294,0.47453,0.5142,0.645777,0.304396,0
0.371974,0.392212,0.449177,0.546134,0.512439,0
0.648893,0.5323,0.582002,0.587932,0.342093,0
0.572137,0.519872,0.333343,0.709694,0.408286,0
0.626039,0.516459,0.357594,0.798703,0.390564,0
0.421857,0.499308,0.278075,0.281666,0.300803,0
0.426057,0.345057,0.63212,0.263742,0.60476,0
0.361713,0.73636,0.460766,0.481701,0.597835,0
0.362799,0.602235,0.451944,0.474558,0.517549,0
0.521859,0.475359,0.52527,0.54188,0.226297,0
0.404817,0.450537,0.47199,0.291287,0.485131,0
0.555753,0.527371,0.538832,0.452086,0.561483,0
0.439807,0.487371,0.368589,0.486297,0.545691,0
0.366178,0.441398,0.49934,0.537946,0.743627,0
0.583441,0.318594,0.55066,0.491307,0.280586,0
0.608754,0.459712,0.667771,0.251272,0.516923,0
0.618438,0.339348,0.79269,0.491273,0.253024,0
0.63428,0.694877,0.620901,0.603893,0.477478,0
0.521975,0.508767,0.553502,0.758185,0.343475,0
0.460683,0.62528,0.438204,0.35573,0.55597,0
0.376258,0.284807,0.377906,0.481667,0.542776,0
